order_id,order_date,customer_id,order_status,product_id
1679,2026-05-03,4851,Delivered,901
1680,2025-02-15,4201,Delivered,725
1681,2024-06-17,4302,Delivered,873
1682,2024-11-06,1805,Delivered,275
1683,2025-12-30,4524,Delivered,230
1684,2026-05-31,374,Delivered,299
1685,2025-06-27,321,Delivered,965
1686,2024-11-17,2276,Pending,277
1687,2025-12-22,423,Delivered,255
1688,2026-06-02,1721,Delivered,2
1689,2025-06-16,2847,Delivered,996
1690,2025-04-21,3024,Delivered,970
1691,2024-07-14,4500,Delivered,137
1692,2025-01-08,3346,Pending,302
1693,2025-07-21,2660,Cancelled,641
1694,2026-05-20,86,Shipped,225
1695,2025-11-08,2292,Delivered,995
1696,2024-07-13,129,Delivered,889
1697,2025-05-26,4779,Delivered,764
1698,2025-06-05,3130,Returned,264
1699,2026-03-28,4951,Delivered,837
1700,2025-04-29,3623,Delivered,276
1701,2024-06-30,1671,Delivered,828
1702,2025-12-27,3240,Delivered,238
1703,2025-08-15,3555,Delivered,924
1704,2024-07-21,3925,Delivered,186
1705,2025-12-06,3764,Delivered,884
1706,2025-09-15,1443,Delivered,503
1707,2025-09-12,1478,Delivered,22
1708,2024-11-11,2541,Delivered,182
1709,2025-09-16,3230,Delivered,193
1710,2025-06-09,569,Delivered,437
1711,2025-04-07,2010,Delivered,661
1712,2024-06-15,3298,Delivered,540
1713,2025-12-07,1125,Shipped,828
1714,2025-07-10,97,Delivered,387
1715,2026-05-25,3146,Delivered,847
1716,2024-11-17,112,Shipped,660
1717,2025-04-01,359,Delivered,789
1718,2025-08-15,685,Delivered,962
1719,2025-01-29,4913,Delivered,990
1720,2025-05-23,77,Returned,109
1721,2024-08-16,4444,Shipped,347
1722,2025-01-26,697,Delivered,492
1723,2025-09-29,4611,Pending,836
1724,2025-09-24,1337,Delivered,491
1725,2024-07-19,1266,Delivered,557
1726,2024-06-29,2192,Delivered,127
1727,2024-06-15,174,Shipped,106
1728,2025-02-16,4462,Delivered,524
1729,2026-05-22,3403,Delivered,935
1730,2025-06-16,1838,Delivered,438
1731,2024-12-15,3158,Delivered,672
1732,2025-05-30,2350,Delivered,901
1733,2025-10-07,3152,Delivered,733
1734,2025-04-15,921,Delivered,113
1735,2026-01-09,1840,Delivered,979
1736,2025-06-20,2309,Delivered,631
1737,2026-02-03,2734,Delivered,946
1738,2025-06-07,695,Pending,620
1739,2024-10-12,1238,Delivered,544
1740,2024-10-08,2744,Delivered,696
1741,2025-10-28,3484,Delivered,684
1742,2024-12-23,2471,Delivered,294
1743,2025-04-25,2854,Pending,278
1744,2024-09-28,4090,Delivered,956
1745,2024-11-14,2175,Shipped,729
1746,2024-10-02,626,Shipped,883
1747,2024-12-17,1218,Shipped,151
1748,2025-06-26,2624,Delivered,458
1749,2024-09-30,3920,Shipped,116
1750,2024-10-15,4734,Delivered,745
1751,2026-03-25,2282,Delivered,331
1752,2025-02-16,1045,Delivered,395
1753,2024-10-06,2889,Delivered,435
1754,2025-08-31,3943,Delivered,424
1755,2025-07-16,4930,Shipped,342
1756,2025-02-04,1133,Shipped,670
1757,2024-11-16,2015,Delivered,563
1758,2025-04-27,4073,Delivered,505
1759,2025-03-01,4363,Delivered,236
1760,2026-02-06,3151,Delivered,733
1761,2025-12-23,3456,Delivered,796
1762,2024-12-27,1797,Shipped,241
1763,2024-07-11,2964,Delivered,872
1764,2025-09-27,141,Delivered,486
1765,2025-07-24,1095,Pending,62
1766,2025-07-31,2862,Delivered,870
1767,2025-08-18,1142,Delivered,148
1768,2025-08-12,4518,Returned,935
1769,2026-06-02,3450,Delivered,848
1770,2026-01-03,1840,Delivered,142
1771,2025-03-25,961,Returned,721
1772,2025-06-27,1173,Delivered,27
1773,2025-12-14,3480,Delivered,719
1774,2025-07-09,869,Delivered,76
1775,2026-01-19,3907,Shipped,892
1776,2026-01-30,1296,Delivered,375
1777,2026-04-15,1158,Delivered,79
1778,2024-11-17,103,Delivered,834
1779,2025-02-12,3412,Delivered,187
1780,2025-04-29,3849,Shipped,767
1781,2025-01-07,4321,Delivered,307
1782,2024-12-27,3852,Delivered,346
1783,2024-12-28,3638,Shipped,712
1784,2024-10-16,109,Delivered,160
1785,2024-10-30,492,Pending,33
1786,2024-10-11,4950,Shipped,516
1787,2025-08-30,1314,Delivered,853
1788,2024-08-21,3471,Delivered,897
1789,2026-04-20,3722,Delivered,850
1790,2026-04-16,2114,Pending,514
1791,2026-03-31,2508,Shipped,434
1792,2026-04-06,1285,Delivered,95
1793,2025-01-25,4273,Delivered,974
1794,2025-10-21,1026,Shipped,411
1795,2025-10-12,459,Delivered,189
1796,2024-07-13,4582,Delivered,80
1797,2025-06-20,3838,Delivered,669
1798,2025-06-11,3319,Shipped,169
1799,2025-12-18,448,Shipped,663
1800,2024-09-25,3476,Delivered,112
1801,2025-10-23,856,Delivered,618
1802,2026-03-13,2749,Delivered,289
1803,2024-06-22,1334,Delivered,67
1804,2025-10-03,1736,Delivered,775
1805,2026-02-03,2533,Delivered,207
1806,2024-10-22,266,Delivered,88
1807,2024-11-24,4671,Delivered,578
1808,2024-09-02,3964,Delivered,323
1809,2024-10-13,764,Returned,9
1810,2025-10-25,2922,Shipped,982
1811,2025-06-01,3262,Delivered,323
1812,2026-02-17,3201,Shipped,998
1813,2024-07-17,1062,Shipped,100
1814,2025-11-09,2715,Delivered,760
1815,2024-07-23,4126,Delivered,827
1816,2025-08-17,1231,Delivered,816
1817,2026-01-26,3131,Delivered,890
1818,2025-02-23,307,Delivered,156
1819,2025-06-08,3794,Delivered,641
1820,2025-04-05,765,Returned,238
1821,2024-06-19,1767,Shipped,670
1822,2025-11-02,1154,Shipped,165
1823,2026-01-17,4110,Delivered,747
1824,2025-04-13,4987,Delivered,953
1825,2025-09-22,2797,Delivered,135
1826,2025-12-17,2778,Delivered,639
1827,2024-09-21,3530,Delivered,730
1828,2025-11-18,3176,Delivered,626
1829,2024-07-23,4972,Delivered,157
1830,2024-06-23,4645,Delivered,510
1831,2026-04-04,798,Shipped,147
1832,2025-01-29,2536,Delivered,993
1833,2024-10-07,715,Delivered,466
1834,2025-06-15,2570,Delivered,303
1835,2025-08-14,1323,Delivered,591
1836,2025-08-02,2977,Delivered,73
1837,2025-01-14,1468,Shipped,472
1838,2025-04-11,2114,Cancelled,263
1839,2025-01-03,3622,Delivered,144
1840,2025-05-14,1016,Returned,500
1841,2024-09-22,325,Delivered,294
1842,2025-03-13,3285,Delivered,635
1843,2025-05-03,1057,Delivered,525
1844,2025-04-15,2570,Delivered,699
1845,2025-11-24,3385,Delivered,270
1846,2024-06-28,350,Delivered,660
1847,2025-08-17,468,Shipped,251
1848,2025-04-29,4595,Delivered,874
1849,2025-03-03,863,Delivered,163
1850,2025-10-17,4671,Delivered,75
1851,2025-12-11,1828,Delivered,474
1852,2025-05-03,766,Delivered,480
1853,2026-01-23,4384,Pending,477
1854,2026-04-10,894,Delivered,750
1855,2025-08-21,888,Pending,945
1856,2025-06-20,3252,Shipped,205
1857,2024-06-15,3290,Delivered,325
1858,2024-12-14,2806,Cancelled,498
1859,2024-06-12,1742,Shipped,488
1860,2024-12-23,937,Delivered,40
1861,2024-11-07,4466,Delivered,482
1862,2025-10-30,1193,Delivered,328
1863,2026-01-16,4655,Delivered,616
1864,2025-06-26,3116,Delivered,828
1865,2024-08-15,2962,Shipped,485
1866,2024-10-08,1749,Delivered,889
1867,2026-03-03,188,Returned,701
1868,2024-08-15,3465,Delivered,651
1869,2025-02-12,1443,Delivered,71
1870,2025-05-15,2244,Delivered,306
1871,2026-04-18,3699,Pending,538
1872,2024-12-23,1754,Delivered,266
1873,2026-02-12,1508,Shipped,95
1874,2025-08-18,3511,Delivered,772
1875,2026-03-05,2433,Delivered,358
1876,2025-04-26,3434,Delivered,549
1877,2024-07-16,1317,Returned,448
1878,2026-03-04,2906,Pending,585
1879,2025-06-09,3188,Shipped,575
1880,2025-10-18,4892,Delivered,741
1881,2025-11-15,4739,Delivered,332
1882,2024-11-21,2593,Delivered,919
1883,2025-10-29,3758,Returned,512
1884,2025-12-07,2593,Delivered,994
1885,2024-07-15,3330,Delivered,740
1886,2024-06-13,31,Cancelled,966
1887,2025-12-28,1030,Delivered,655
1888,2025-06-12,4739,Delivered,224
1889,2025-03-18,1538,Delivered,560
1890,2024-10-23,1361,Delivered,222
1891,2025-08-05,2852,Delivered,196
1892,2025-10-04,4726,Returned,380
1893,2025-12-27,2981,Delivered,919
1894,2025-07-17,2515,Delivered,889
1895,2024-06-16,1022,Delivered,665
1896,2026-01-22,3736,Delivered,361
1897,2025-10-30,2886,Shipped,437
1898,2024-11-16,4286,Returned,344
1899,2025-10-13,929,Pending,470
1900,2025-12-07,3510,Delivered,567
1901,2026-03-25,4874,Delivered,447
1902,2026-02-16,3126,Delivered,676
1903,2024-08-24,3584,Delivered,719
1904,2025-12-21,813,Cancelled,826
1905,2026-04-01,851,Delivered,17
1906,2024-10-19,3370,Delivered,768
1907,2024-10-31,4463,Delivered,455
1908,2024-09-08,4124,Delivered,34
1909,2024-07-14,2375,Pending,217
1910,2025-06-11,1826,Shipped,565
1911,2024-08-14,3122,Delivered,877
1912,2024-10-10,3847,Returned,360
1913,2026-02-01,3801,Delivered,841
1914,2025-06-02,3243,Delivered,384
1915,2025-08-01,1835,Delivered,275
1916,2025-10-25,2167,Delivered,925
1917,2025-06-06,3398,Delivered,5
1918,2026-05-28,3397,Delivered,27
1919,2025-05-19,1257,Shipped,861
1920,2026-05-11,4252,Shipped,615
1921,2025-05-13,2601,Delivered,983
1922,2024-09-25,4688,Cancelled,248
1923,2025-03-27,4553,Returned,198
1924,2025-03-24,3223,Shipped,821
1925,2024-10-10,4734,Delivered,962
1926,2025-04-07,3199,Returned,178
1927,2025-08-07,3303,Pending,530
1928,2026-04-08,1298,Delivered,102
1929,2024-06-16,1035,Delivered,647
1930,2024-10-21,4727,Shipped,864
1931,2024-12-11,2132,Shipped,163
1932,2026-05-13,2642,Delivered,96
1933,2025-04-30,211,Delivered,644
1934,2025-11-25,4861,Delivered,633
1935,2024-10-19,4454,Pending,81
1936,2024-08-17,4685,Delivered,761
1937,2026-01-12,1070,Cancelled,650
1938,2025-04-08,2934,Delivered,669
1939,2024-06-30,1817,Delivered,549
1940,2024-10-23,2010,Shipped,827
1941,2025-08-07,3098,Shipped,676
1942,2025-11-11,424,Delivered,958
1943,2026-05-27,1178,Delivered,654
1944,2026-05-01,4747,Pending,114
1945,2026-04-04,3762,Pending,126
1946,2025-01-27,878,Delivered,269
1947,2025-12-31,1480,Delivered,507
1948,2025-03-17,2961,Pending,213
1949,2026-06-05,3202,Delivered,815
1950,2025-01-26,180,Delivered,499
1951,2024-12-15,626,Delivered,430
1952,2024-07-21,3075,Pending,649
1953,2024-08-29,3694,Shipped,185
1954,2025-01-31,2448,Delivered,183
1955,2026-03-27,4648,Delivered,876
1956,2024-12-26,258,Delivered,352
1957,2026-05-02,2841,Delivered,629
1958,2025-12-30,4916,Delivered,163
1959,2024-09-03,4275,Shipped,949
1960,2026-02-17,997,Delivered,31
1961,2024-08-31,4391,Delivered,525
1962,2024-11-09,1249,Delivered,374
1963,2025-09-21,941,Pending,31
1964,2025-08-17,2684,Delivered,86
1965,2025-07-09,1037,Delivered,494
1966,2025-06-24,1633,Returned,357
1967,2024-09-27,4518,Delivered,479
1968,2025-02-27,4062,Delivered,970
1969,2026-03-02,3277,Pending,257
1970,2025-12-30,1417,Delivered,867
1971,2024-09-13,2303,Returned,106
1972,2024-06-15,4782,Shipped,602
1973,2025-01-07,2553,Delivered,211
1974,2024-09-15,3997,Delivered,457
1975,2026-01-01,3472,Delivered,279
1976,2025-06-17,2612,Delivered,622
1977,2026-06-09,3138,Delivered,581
1978,2025-07-06,2892,Delivered,648
1979,2024-11-03,527,Delivered,911
1980,2026-04-12,277,Returned,260
1981,2026-04-09,4808,Delivered,619
1982,2024-10-01,4346,Delivered,31
1983,2024-12-16,940,Delivered,331
1984,2025-02-11,3518,Shipped,367
1985,2026-05-16,2010,Delivered,673
1986,2025-10-13,3045,Delivered,799
1987,2024-11-27,2576,Delivered,327
1988,2025-12-15,90,Shipped,219
1989,2025-09-22,3813,Delivered,330
1990,2025-02-16,1906,Delivered,395
1991,2024-11-28,2324,Delivered,540
1992,2024-11-19,1782,Delivered,285
1993,2024-08-03,4980,Returned,827
1994,2025-06-22,613,Delivered,662
1995,2025-12-13,3455,Delivered,446
1996,2026-01-01,2604,Shipped,203
1997,2025-10-07,1615,Delivered,506
1998,2025-05-01,4085,Delivered,282
1999,2024-11-05,3451,Delivered,464
2000,2025-04-02,1402,Delivered,606
2001,2024-07-23,3137,Delivered,22
2002,2025-02-21,2336,Delivered,803
2003,2024-06-18,4717,Cancelled,934
2004,2026-05-26,3783,Delivered,862
2005,2026-05-10,3300,Delivered,547
2006,2025-02-10,4322,Delivered,661
2007,2024-12-04,134,Delivered,98
2008,2024-08-11,3401,Shipped,282
2009,2025-06-16,2599,Shipped,410
2010,2024-06-18,654,Delivered,321
2011,2025-06-21,4046,Delivered,403
2012,2024-06-15,2445,Delivered,466
2013,2025-08-22,4042,Shipped,991
2014,2026-02-04,995,Shipped,961
2015,2025-11-03,842,Delivered,49
2016,2025-02-20,86,Delivered,331
2017,2025-12-30,3570,Delivered,91
2018,2025-07-23,1566,Shipped,832
2019,2025-09-10,3022,Shipped,551
2020,2025-11-28,41,Returned,889
2021,2025-05-09,431,Delivered,804
2022,2024-09-18,353,Delivered,970
2023,2026-05-06,2493,Delivered,338
2024,2026-04-02,3110,Delivered,175
2025,2025-04-10,1129,Delivered,123
2026,2025-12-16,1035,Delivered,152
2027,2025-01-23,4786,Pending,990
2028,2026-05-24,3386,Delivered,685
2029,2024-12-24,1003,Delivered,247
2030,2024-11-02,4735,Delivered,502
2031,2025-12-29,2299,Delivered,749
2032,2025-05-15,3955,Delivered,271
2033,2024-09-28,2427,Shipped,362
2034,2026-05-22,4576,Shipped,249
2035,2025-12-03,1687,Delivered,77
2036,2025-03-07,4052,Delivered,14
2037,2026-05-22,1771,Delivered,395
2038,2024-09-10,1540,Delivered,349
2039,2026-03-18,1710,Shipped,780
2040,2025-07-26,4323,Delivered,321
2041,2024-12-28,2555,Shipped,672
2042,2026-04-23,1262,Shipped,109
2043,2025-12-22,1066,Delivered,373
2044,2024-12-06,3159,Returned,889
2045,2025-11-15,4207,Delivered,410
2046,2025-12-02,1540,Delivered,434
2047,2024-10-10,1346,Delivered,975
2048,2026-05-11,4729,Delivered,151
2049,2026-01-21,3777,Pending,763
2050,2026-05-16,903,Delivered,916
2051,2026-03-15,3776,Delivered,30
2052,2024-11-11,3902,Delivered,464
2053,2025-12-25,2884,Delivered,950
2054,2025-12-23,4509,Delivered,442
2055,2025-04-21,1738,Delivered,515
2056,2024-12-01,3530,Delivered,55
2057,2026-04-05,3616,Delivered,101
2058,2026-03-24,403,Delivered,750
2059,2024-10-06,3462,Delivered,194
2060,2025-05-03,3299,Delivered,283
2061,2025-04-28,4339,Delivered,532
2062,2025-01-30,3552,Delivered,52
2063,2026-04-28,2040,Returned,225
2064,2026-01-26,944,Delivered,37
2065,2026-03-22,4713,Delivered,68
2066,2026-02-11,4360,Delivered,232
2067,2024-12-22,3315,Delivered,104
2068,2026-05-23,1802,Shipped,901
2069,2026-01-05,2198,Delivered,176
2070,2025-11-18,1668,Delivered,295
2071,2025-06-18,4885,Delivered,4
2072,2024-11-01,773,Delivered,930
2073,2025-05-22,3906,Shipped,874
2074,2025-12-10,1955,Delivered,698
2075,2025-11-18,569,Delivered,341
2076,2025-10-30,3730,Delivered,14
2077,2025-12-26,3888,Delivered,22
2078,2024-07-20,1455,Returned,903
2079,2026-05-14,631,Delivered,779
2080,2024-11-09,80,Delivered,993
2081,2026-05-26,3882,Delivered,501
2082,2025-01-12,2028,Delivered,47
2083,2024-10-27,143,Delivered,298
2084,2026-04-29,1871,Delivered,172
2085,2024-07-22,1201,Shipped,103
2086,2025-01-06,2496,Shipped,344
2087,2025-12-24,3708,Delivered,360
2088,2025-09-13,4471,Delivered,499
2089,2026-02-14,2077,Delivered,14
2090,2025-02-18,2889,Delivered,342
2091,2026-03-01,4243,Shipped,878
2092,2024-10-11,4881,Delivered,277
2093,2024-11-24,4255,Shipped,22
2094,2026-03-15,1212,Returned,877
2095,2025-01-12,1805,Delivered,146
2096,2026-01-27,2927,Delivered,251
2097,2025-12-02,4732,Shipped,997
2098,2025-09-28,3529,Delivered,763
2099,2026-06-02,732,Delivered,978
2100,2025-03-16,3095,Delivered,989
2101,2024-08-04,2244,Pending,696
2102,2025-09-08,4464,Pending,461
2103,2025-09-07,4317,Delivered,933
2104,2024-11-23,2858,Pending,401
2105,2026-03-04,4827,Delivered,283
2106,2025-08-25,2534,Delivered,594
2107,2026-03-30,4261,Shipped,855
2108,2026-02-23,1008,Delivered,466
2109,2026-02-24,4643,Returned,812
2110,2025-10-28,2843,Delivered,993
2111,2024-08-25,69,Delivered,702
2112,2024-08-14,1206,Delivered,154
2113,2025-05-18,4286,Returned,639
2114,2025-05-26,4573,Delivered,311
2115,2026-04-10,3989,Delivered,819
2116,2024-09-28,2415,Delivered,42
2117,2024-06-18,1781,Delivered,608
2118,2025-03-24,1012,Delivered,314
2119,2025-03-01,42,Delivered,677
2120,2025-02-19,6,Delivered,142
2121,2026-02-23,2869,Pending,805
2122,2025-11-16,4113,Delivered,788
2123,2025-05-28,4594,Delivered,89
2124,2025-09-10,2218,Delivered,751
2125,2026-05-02,1612,Delivered,941
2126,2024-06-19,662,Delivered,33
2127,2025-09-07,3877,Returned,255
2128,2026-05-19,3165,Delivered,991
2129,2025-04-11,804,Pending,943
2130,2025-02-15,2475,Delivered,178
2131,2025-12-27,4620,Delivered,897
2132,2025-06-01,2642,Shipped,143
2133,2025-12-19,1635,Delivered,427
2134,2024-06-25,4541,Delivered,313
2135,2025-07-28,702,Delivered,950
2136,2025-02-16,3778,Delivered,385
2137,2024-11-11,3580,Delivered,540
2138,2025-01-03,3621,Delivered,516
2139,2024-09-09,2930,Delivered,438
2140,2026-04-06,3822,Delivered,421
2141,2026-03-24,3779,Delivered,573
2142,2026-02-17,217,Returned,432
2143,2025-06-04,725,Shipped,630
2144,2024-11-09,2478,Shipped,595
2145,2025-01-26,4196,Delivered,636
2146,2025-06-02,4451,Pending,899
2147,2025-06-11,2404,Delivered,866
2148,2025-02-19,3217,Delivered,687
2149,2026-01-07,49,Delivered,782
2150,2026-06-02,4244,Delivered,56
2151,2026-04-12,694,Delivered,850
2152,2024-10-01,877,Delivered,100
2153,2026-03-27,2381,Delivered,708
2154,2024-09-06,2715,Pending,125
2155,2025-02-13,4790,Delivered,758
2156,2025-08-25,435,Shipped,529
2157,2024-12-19,1181,Delivered,991
2158,2025-01-05,4058,Delivered,917
2159,2024-10-02,1268,Delivered,319
2160,2025-01-28,53,Shipped,639
2161,2025-07-16,1645,Delivered,1
2162,2024-09-19,1254,Delivered,124
2163,2025-01-06,4259,Delivered,210
2164,2025-04-17,849,Delivered,853
2165,2024-09-18,4144,Delivered,57
2166,2025-04-25,998,Delivered,496
2167,2025-09-07,1508,Shipped,862
2168,2025-03-04,4479,Delivered,628
2169,2025-09-14,3598,Pending,632
2170,2025-02-03,1010,Delivered,652
2171,2025-06-13,178,Delivered,839
2172,2024-11-15,1972,Delivered,760
2173,2024-07-30,4479,Delivered,492
2174,2025-05-06,2376,Delivered,103
2175,2024-11-27,4824,Delivered,684
2176,2025-05-01,2255,Delivered,715
2177,2025-09-28,880,Delivered,834
2178,2025-01-10,3481,Delivered,291
2179,2025-06-02,3745,Delivered,399
2180,2025-06-06,91,Delivered,35
2181,2025-03-09,3642,Delivered,929
2182,2025-03-02,2906,Returned,480
2183,2025-04-27,3755,Delivered,163
2184,2026-01-13,2931,Delivered,882
2185,2026-05-13,4123,Delivered,925
2186,2024-09-08,4302,Delivered,65
2187,2025-02-02,1430,Delivered,361
2188,2025-08-23,4614,Delivered,733
2189,2025-08-31,1148,Delivered,781
2190,2025-04-13,2482,Pending,70
2191,2025-05-14,3963,Delivered,484
2192,2025-07-16,4964,Delivered,590
2193,2025-03-11,4154,Shipped,539
2194,2025-07-30,2124,Delivered,332
2195,2025-10-07,4824,Returned,357
2196,2024-08-30,4789,Delivered,414
2197,2026-01-30,554,Delivered,873
2198,2025-06-08,1304,Delivered,682
2199,2026-03-22,871,Delivered,696
2200,2026-01-04,3903,Delivered,238
2201,2025-01-07,1939,Delivered,902
2202,2024-10-27,1426,Shipped,394
2203,2025-01-05,3442,Pending,64
2204,2026-03-13,2052,Delivered,868
2205,2024-07-24,598,Delivered,384
2206,2025-08-10,4969,Delivered,31
2207,2025-04-27,1426,Delivered,716
2208,2026-05-20,3683,Delivered,653
2209,2024-10-05,4701,Delivered,201
2210,2025-11-26,2069,Delivered,696
2211,2025-12-16,2344,Delivered,760
2212,2024-07-12,1328,Delivered,542
2213,2025-01-02,1576,Delivered,25
2214,2025-09-11,789,Delivered,830
2215,2025-09-05,1152,Pending,369
2216,2024-10-26,3343,Delivered,886
2217,2026-05-20,590,Delivered,699
2218,2025-03-18,4327,Delivered,853
2219,2024-09-14,1700,Delivered,486
2220,2024-11-04,4103,Delivered,634
2221,2025-08-13,4577,Pending,821
2222,2026-05-24,551,Delivered,641
2223,2026-04-21,3082,Pending,583
2224,2026-03-26,641,Delivered,530
2225,2026-05-06,2444,Delivered,511
2226,2025-04-29,1889,Delivered,554
2227,2025-03-15,2711,Delivered,842
2228,2024-07-11,2375,Pending,258
2229,2024-09-12,3199,Shipped,70
2230,2024-09-13,1294,Returned,77
2231,2025-04-28,4378,Delivered,874
2232,2025-08-11,4242,Returned,513
2233,2024-07-24,2558,Delivered,59
2234,2025-05-02,4473,Delivered,114
2235,2024-12-11,4775,Delivered,940
2236,2025-12-13,2155,Delivered,34
2237,2025-01-01,2770,Delivered,206
2238,2025-11-12,2741,Pending,61
2239,2024-06-24,1142,Delivered,837
2240,2025-01-20,2701,Pending,680
2241,2025-04-13,511,Delivered,75
2242,2025-12-13,4620,Pending,720
2243,2026-02-23,290,Delivered,73
2244,2025-03-02,3410,Delivered,628
2245,2025-01-17,661,Pending,491
2246,2024-12-08,1061,Delivered,43
2247,2026-02-05,853,Delivered,520
2248,2025-01-08,1846,Delivered,442
2249,2025-08-04,3913,Delivered,871
2250,2026-05-06,1866,Delivered,57
2251,2025-03-07,216,Shipped,831
2252,2025-06-02,1608,Delivered,881
2253,2025-07-16,3108,Delivered,756
2254,2024-10-29,149,Delivered,54
2255,2026-05-01,3172,Shipped,713
2256,2025-11-29,1026,Delivered,438
2257,2025-03-17,4502,Delivered,449
2258,2024-08-12,967,Pending,926
2259,2025-01-11,3013,Delivered,352
2260,2024-12-16,3577,Pending,244
2261,2024-07-16,1901,Delivered,11
2262,2026-01-25,1861,Delivered,771
2263,2025-02-20,4393,Delivered,822
2264,2026-03-15,123,Pending,256
2265,2026-03-01,466,Delivered,130
2266,2026-03-14,3593,Delivered,45
2267,2025-04-07,2574,Delivered,671
2268,2025-05-08,2001,Cancelled,133
2269,2025-05-19,4966,Delivered,674
2270,2025-05-14,1003,Delivered,79
2271,2024-12-29,2050,Returned,211
2272,2025-04-02,4055,Shipped,833
2273,2025-08-05,2925,Pending,880
2274,2024-12-13,1805,Delivered,310
2275,2024-11-22,3006,Shipped,300
2276,2024-07-03,2001,Delivered,274
2277,2025-05-05,2613,Delivered,516
2278,2024-10-01,856,Delivered,923
2279,2025-09-11,3366,Shipped,637
2280,2025-06-30,3984,Delivered,209
2281,2025-07-12,1124,Shipped,534
2282,2025-01-02,1889,Delivered,567
2283,2024-08-10,1727,Delivered,743
2284,2026-03-12,1163,Delivered,241
2285,2024-08-26,3607,Delivered,465
2286,2024-07-30,936,Delivered,857
2287,2024-10-08,277,Delivered,603
2288,2026-01-23,3148,Delivered,989
2289,2025-03-24,693,Delivered,876
2290,2025-12-30,4996,Delivered,20
2291,2026-02-21,3135,Delivered,46
2292,2024-06-15,1839,Delivered,189
2293,2026-02-08,3532,Delivered,677
2294,2025-02-10,2500,Delivered,782
2295,2025-08-21,2850,Returned,932
2296,2025-12-19,4987,Shipped,345
2297,2025-08-07,2151,Shipped,606
2298,2024-06-24,1774,Shipped,350
2299,2025-04-10,3556,Pending,802
2300,2026-05-12,468,Shipped,567
2301,2025-12-15,3180,Returned,955
2302,2025-06-10,2355,Pending,961
2303,2025-06-28,4381,Delivered,587
2304,2026-01-29,4656,Shipped,267
2305,2025-11-12,1332,Returned,479
2306,2024-07-17,1952,Delivered,16
2307,2024-07-27,2300,Shipped,974
2308,2024-09-21,2248,Delivered,256
2309,2025-03-29,4447,Delivered,585
2310,2025-03-09,3233,Delivered,281
2311,2025-02-11,2964,Delivered,257
2312,2024-07-09,4981,Delivered,315
2313,2026-05-09,4657,Delivered,857
2314,2025-10-15,2167,Shipped,455
2315,2025-03-30,3791,Delivered,10
2316,2024-12-14,3822,Delivered,368
2317,2024-10-03,3934,Delivered,570
2318,2024-10-31,1785,Delivered,594
2319,2025-11-29,652,Delivered,625
2320,2025-03-31,4518,Delivered,66
2321,2024-09-11,3609,Delivered,785
2322,2024-08-16,2263,Delivered,507
2323,2024-07-09,1043,Delivered,179
2324,2026-01-09,1204,Pending,672
2325,2025-03-14,407,Delivered,671
2326,2026-04-11,316,Delivered,519
2327,2026-04-06,3608,Delivered,43
2328,2025-04-13,4534,Shipped,63
2329,2025-11-10,2123,Returned,17
2330,2024-09-20,2895,Delivered,46
2331,2025-08-19,4920,Delivered,112
2332,2024-12-11,635,Delivered,116
2333,2025-09-17,4187,Delivered,209
2334,2025-02-12,2669,Delivered,850
2335,2024-11-22,3408,Delivered,437
2336,2024-08-22,2320,Delivered,335
2337,2026-03-12,4973,Shipped,344
2338,2025-11-29,3344,Pending,384
2339,2025-04-30,3856,Returned,302
2340,2025-03-19,256,Delivered,46
2341,2026-01-06,2383,Returned,934
2342,2025-04-17,4844,Delivered,624
2343,2025-10-28,1733,Shipped,524
2344,2026-04-25,4164,Shipped,730
2345,2025-12-30,2819,Returned,388
2346,2024-11-24,4774,Delivered,744
2347,2025-03-28,1230,Delivered,665
2348,2026-03-09,643,Returned,982
2349,2024-09-22,1840,Delivered,589
2350,2026-01-11,4492,Shipped,552
2351,2026-05-14,994,Shipped,541
2352,2025-08-15,422,Delivered,676
2353,2026-06-01,4297,Delivered,325
2354,2026-02-18,2206,Delivered,590
2355,2024-09-12,2401,Pending,337
2356,2025-08-20,1992,Shipped,371
2357,2026-04-21,1892,Delivered,767
2358,2024-09-11,946,Delivered,456
2359,2026-03-23,3359,Delivered,361
2360,2026-06-07,4592,Delivered,937
2361,2025-08-01,2968,Delivered,620
2362,2025-09-25,1888,Delivered,429
2363,2026-03-02,1883,Delivered,847
2364,2024-07-06,1027,Pending,251
2365,2025-03-18,3340,Delivered,682
2366,2025-11-28,1132,Delivered,815
2367,2025-08-07,2351,Delivered,121
2368,2025-12-26,668,Delivered,518
2369,2026-01-21,1216,Delivered,648
2370,2025-10-11,1623,Pending,898
2371,2025-05-06,3720,Delivered,124
2372,2024-09-18,3430,Delivered,568
2373,2026-03-20,3850,Shipped,130
2374,2025-06-19,280,Shipped,25
2375,2026-02-15,1368,Cancelled,136
2376,2025-04-05,4219,Pending,941
2377,2026-02-09,3180,Pending,363
2378,2025-11-19,1045,Delivered,571
2379,2025-03-16,1978,Shipped,122
2380,2026-03-16,2760,Pending,920
2381,2026-04-30,2758,Delivered,632
2382,2025-09-02,883,Cancelled,47
2383,2025-11-30,605,Shipped,364
2384,2024-10-09,3678,Pending,646
2385,2026-02-27,3685,Shipped,447
2386,2024-08-25,2370,Shipped,717
2387,2025-12-16,1103,Shipped,742
