shipping_id,order_id,delivery_status,shipping_date,return_date
4604,4604,Delivered,2024-12-26,
4605,4605,Pending,2026-06-06,
4606,4606,Delivered,2025-11-23,
4607,4607,Delivered,2024-06-20,
4608,4608,Pending,2025-04-27,
4609,4609,Shipped,2026-02-18,
4610,4610,Cancelled,2025-09-11,
4611,4611,Delivered,2025-08-19,
4612,4612,Delivered,2024-10-19,
4613,4613,Shipped,2025-05-27,
4614,4614,Delivered,2025-02-01,
4615,4615,Returned,2026-04-28,2026-05-09
4616,4616,Returned,2024-07-06,2025-11-11
4617,4617,Cancelled,2025-01-07,
4618,4618,Returned,2025-06-14,2025-12-06
4619,4619,Delivered,2025-05-09,
4620,4620,Delivered,2025-06-10,
4621,4621,Delivered,2025-04-03,
4622,4622,Returned,2025-11-11,2025-06-16
4623,4623,Shipped,2024-07-16,
4624,4624,Delivered,2026-01-08,
4625,4625,Delivered,2025-11-27,
4626,4626,Delivered,2025-01-25,
4627,4627,Delivered,2025-03-23,
4628,4628,Delivered,2025-01-30,
4629,4629,Delivered,2025-09-02,
4630,4630,Delivered,2025-05-31,
4631,4631,Delivered,2025-11-17,
4632,4632,Delivered,2025-07-06,
4633,4633,Shipped,2025-11-28,
4634,4634,Delivered,2024-09-26,
4635,4635,Delivered,2025-07-07,
4636,4636,Pending,2025-09-01,
4637,4637,Returned,2025-08-23,2025-10-25
4638,4638,Delivered,2026-01-11,
4639,4639,Shipped,2024-08-31,
4640,4640,Shipped,2024-07-16,
4641,4641,Delivered,2025-07-18,
4642,4642,Pending,2025-10-31,
4643,4643,Delivered,2026-04-03,
4644,4644,Delivered,2024-11-23,
4645,4645,Pending,2025-12-20,
4646,4646,Delivered,2025-05-08,
4647,4647,Delivered,2025-05-22,
4648,4648,Delivered,2024-07-29,
4649,4649,Shipped,2025-09-26,
4650,4650,Shipped,2025-12-12,
4651,4651,Delivered,2024-11-30,
4652,4652,Delivered,2024-07-13,
4653,4653,Shipped,2025-08-27,
4654,4654,Delivered,2025-06-11,
4655,4655,Delivered,2025-01-25,
4656,4656,Returned,2024-10-06,2026-02-20
4657,4657,Delivered,2024-09-18,
4658,4658,Delivered,2025-10-01,
4659,4659,Delivered,2025-08-16,
4660,4660,Delivered,2025-10-01,
4661,4661,Shipped,2025-09-24,
4662,4662,Delivered,2025-07-03,
4663,4663,Delivered,2025-01-02,
4664,4664,Delivered,2025-05-07,
4665,4665,Pending,2025-09-30,
4666,4666,Returned,2024-10-18,2025-11-16
4667,4667,Delivered,2025-10-05,
4668,4668,Delivered,2024-11-11,
4669,4669,Shipped,2025-07-08,
4670,4670,Returned,2024-12-07,2026-03-14
4671,4671,Shipped,2025-07-31,
4672,4672,Delivered,2025-04-01,
4673,4673,Delivered,2026-02-19,
4674,4674,Pending,2024-10-27,
4675,4675,Shipped,2025-09-03,
4676,4676,Pending,2024-06-15,
4677,4677,Delivered,2025-12-05,
4678,4678,Delivered,2025-06-22,
4679,4679,Shipped,2025-08-07,
4680,4680,Delivered,2025-12-24,
4681,4681,Delivered,2024-07-10,
4682,4682,Delivered,2025-08-19,
4683,4683,Delivered,2026-05-29,
4684,4684,Delivered,2025-04-23,
4685,4685,Delivered,2024-12-29,
4686,4686,Shipped,2024-09-16,
4687,4687,Delivered,2026-01-10,
4688,4688,Delivered,2024-08-22,
4689,4689,Delivered,2025-08-19,
4690,4690,Delivered,2025-05-31,
4691,4691,Shipped,2026-01-25,
4692,4692,Shipped,2026-06-06,
4693,4693,Delivered,2025-01-17,
4694,4694,Returned,2025-03-24,2026-03-04
4695,4695,Delivered,2025-12-24,
4696,4696,Delivered,2026-05-17,
4697,4697,Shipped,2025-08-07,
4698,4698,Delivered,2025-04-22,
4699,4699,Pending,2024-06-25,
4700,4700,Delivered,2025-10-16,
4701,4701,Delivered,2025-06-05,
4702,4702,Delivered,2025-03-19,
4703,4703,Delivered,2025-05-03,
4704,4704,Delivered,2025-10-19,
4705,4705,Delivered,2025-06-25,
4706,4706,Pending,2025-04-16,
4707,4707,Delivered,2024-06-13,
4708,4708,Delivered,2025-06-11,
4709,4709,Shipped,2026-03-12,
4710,4710,Delivered,2024-09-18,
4711,4711,Delivered,2025-10-01,
4712,4712,Returned,2025-06-22,2026-06-05
4713,4713,Pending,2025-10-22,
4714,4714,Delivered,2024-10-19,
4715,4715,Delivered,2026-03-06,
4716,4716,Shipped,2025-04-06,
4717,4717,Delivered,2025-11-07,
4718,4718,Delivered,2025-03-28,
4719,4719,Delivered,2025-08-29,
4720,4720,Pending,2025-03-03,
4721,4721,Cancelled,2025-07-11,
4722,4722,Delivered,2024-08-12,
4723,4723,Delivered,2025-06-04,
4724,4724,Delivered,2025-01-25,
4725,4725,Shipped,2025-12-17,
4726,4726,Delivered,2024-12-31,
4727,4727,Delivered,2025-02-13,
4728,4728,Delivered,2025-02-26,
4729,4729,Delivered,2025-01-15,
4730,4730,Delivered,2025-06-11,
4731,4731,Delivered,2025-11-09,
4732,4732,Delivered,2025-08-07,
4733,4733,Delivered,2025-11-25,
4734,4734,Shipped,2025-09-16,
4735,4735,Delivered,2025-09-02,
4736,4736,Delivered,2025-05-25,
4737,4737,Delivered,2024-07-17,
4738,4738,Delivered,2026-04-07,
4739,4739,Delivered,2025-07-09,
4740,4740,Shipped,2025-11-08,
4741,4741,Shipped,2025-01-30,
4742,4742,Delivered,2024-08-02,
4743,4743,Shipped,2025-05-13,
4744,4744,Delivered,2025-01-03,
4745,4745,Pending,2024-11-06,
4746,4746,Cancelled,2026-01-22,
4747,4747,Delivered,2024-07-07,
4748,4748,Shipped,2024-06-28,
4749,4749,Shipped,2026-03-22,
4750,4750,Shipped,2025-05-08,
4751,4751,Shipped,2025-03-19,
4752,4752,Shipped,2025-02-18,
4753,4753,Delivered,2026-05-18,
4754,4754,Delivered,2024-09-12,
4755,4755,Delivered,2024-07-17,
4756,4756,Delivered,2024-11-10,
4757,4757,Returned,2025-01-02,2025-09-08
4758,4758,Delivered,2025-01-26,
4759,4759,Shipped,2025-03-20,
4760,4760,Shipped,2025-07-16,
4761,4761,Pending,2024-11-20,
4762,4762,Delivered,2025-12-06,
4763,4763,Delivered,2025-06-19,
4764,4764,Delivered,2026-01-03,
4765,4765,Delivered,2024-10-17,
4766,4766,Delivered,2025-09-22,
4767,4767,Delivered,2026-01-03,
4768,4768,Delivered,2024-07-29,
4769,4769,Delivered,2025-07-08,
4770,4770,Delivered,2024-10-20,
4771,4771,Delivered,2024-11-25,
4772,4772,Shipped,2025-06-02,
4773,4773,Delivered,2025-08-14,
4774,4774,Delivered,2024-06-19,
4775,4775,Delivered,2025-09-02,
4776,4776,Returned,2024-09-01,2025-12-23
4777,4777,Delivered,2026-01-01,
4778,4778,Delivered,2025-05-05,
4779,4779,Delivered,2025-06-17,
4780,4780,Delivered,2025-08-29,
4781,4781,Returned,2025-05-03,2025-09-19
4782,4782,Shipped,2025-05-09,
4783,4783,Delivered,2024-11-18,
4784,4784,Delivered,2025-02-01,
4785,4785,Shipped,2026-05-27,
4786,4786,Delivered,2026-04-20,
4787,4787,Delivered,2025-12-14,
4788,4788,Delivered,2026-03-29,
4789,4789,Delivered,2024-11-25,
4790,4790,Delivered,2026-02-22,
4791,4791,Delivered,2025-10-29,
4792,4792,Delivered,2026-04-01,
4793,4793,Delivered,2025-10-01,
4794,4794,Returned,2024-10-26,2026-03-27
4795,4795,Delivered,2025-06-03,
4796,4796,Delivered,2024-06-10,
4797,4797,Delivered,2026-01-31,
4798,4798,Delivered,2024-08-17,
4799,4799,Shipped,2024-10-24,
4800,4800,Returned,2025-07-18,2025-11-09
4801,4801,Delivered,2025-02-05,
4802,4802,Delivered,2025-02-27,
4803,4803,Delivered,2024-12-28,
4804,4804,Delivered,2025-04-20,
4805,4805,Delivered,2026-05-25,
4806,4806,Shipped,2026-01-24,
4807,4807,Delivered,2025-09-14,
4808,4808,Delivered,2025-02-17,
4809,4809,Cancelled,2024-06-25,
4810,4810,Delivered,2025-03-14,
4811,4811,Pending,2025-03-23,
4812,4812,Pending,2025-11-12,
4813,4813,Delivered,2025-11-25,
4814,4814,Delivered,2025-03-26,
4815,4815,Delivered,2025-05-27,
4816,4816,Delivered,2025-04-22,
4817,4817,Delivered,2026-03-28,
4818,4818,Returned,2025-10-12,2026-04-24
4819,4819,Delivered,2024-10-01,
4820,4820,Delivered,2025-04-23,
4821,4821,Delivered,2024-10-08,
4822,4822,Delivered,2025-06-20,
4823,4823,Delivered,2024-09-21,
4824,4824,Delivered,2025-08-25,
4825,4825,Shipped,2025-05-30,
4826,4826,Delivered,2024-09-07,
4827,4827,Delivered,2025-07-01,
4828,4828,Delivered,2024-11-28,
4829,4829,Delivered,2025-06-04,
4830,4830,Delivered,2026-05-07,
4831,4831,Delivered,2025-06-16,
4832,4832,Pending,2024-08-07,
4833,4833,Delivered,2025-09-27,
4834,4834,Delivered,2025-05-14,
4835,4835,Delivered,2026-03-09,
4836,4836,Shipped,2024-09-29,
4837,4837,Delivered,2025-07-10,
4838,4838,Delivered,2025-10-02,
4839,4839,Delivered,2025-12-09,
4840,4840,Returned,2026-02-06,2026-06-03
4841,4841,Delivered,2025-12-12,
4842,4842,Shipped,2025-12-15,
4843,4843,Delivered,2024-08-04,
4844,4844,Delivered,2025-07-01,
4845,4845,Delivered,2025-05-15,
4846,4846,Cancelled,2025-08-14,
4847,4847,Delivered,2026-04-07,
4848,4848,Delivered,2025-06-27,
4849,4849,Delivered,2024-08-15,
4850,4850,Delivered,2026-03-18,
4851,4851,Shipped,2024-12-17,
4852,4852,Delivered,2024-09-26,
4853,4853,Delivered,2024-09-18,
4854,4854,Delivered,2026-04-30,
4855,4855,Delivered,2025-03-16,
4856,4856,Returned,2025-05-18,2025-08-16
4857,4857,Delivered,2025-06-04,
4858,4858,Delivered,2025-09-01,
4859,4859,Delivered,2026-05-01,
4860,4860,Delivered,2026-04-02,
4861,4861,Shipped,2024-08-01,
4862,4862,Delivered,2024-09-22,
4863,4863,Pending,2025-10-29,
4864,4864,Shipped,2025-04-18,
4865,4865,Returned,2025-10-28,2025-07-21
4866,4866,Pending,2024-07-20,
4867,4867,Delivered,2024-10-28,
4868,4868,Delivered,2024-12-17,
4869,4869,Delivered,2024-07-14,
4870,4870,Delivered,2025-08-08,
4871,4871,Delivered,2024-07-08,
4872,4872,Delivered,2026-05-10,
4873,4873,Delivered,2025-12-22,
4874,4874,Delivered,2025-05-25,
4875,4875,Shipped,2025-06-10,
4876,4876,Delivered,2026-01-01,
4877,4877,Delivered,2026-04-19,
4878,4878,Returned,2025-05-14,2025-12-24
4879,4879,Delivered,2026-04-24,
4880,4880,Shipped,2026-03-11,
4881,4881,Delivered,2025-05-20,
4882,4882,Delivered,2025-12-26,
4883,4883,Delivered,2025-04-26,
4884,4884,Delivered,2025-01-29,
4885,4885,Delivered,2026-02-21,
4886,4886,Shipped,2025-04-17,
4887,4887,Shipped,2025-03-13,
4888,4888,Delivered,2024-06-29,
4889,4889,Pending,2025-10-15,
4890,4890,Delivered,2025-01-02,
4891,4891,Delivered,2025-12-10,
4892,4892,Delivered,2026-03-22,
4893,4893,Delivered,2026-06-06,
4894,4894,Delivered,2026-02-27,
4895,4895,Pending,2025-09-06,
4896,4896,Shipped,2025-02-10,
4897,4897,Delivered,2026-02-28,
4898,4898,Shipped,2025-11-24,
4899,4899,Delivered,2024-10-10,
4900,4900,Delivered,2025-11-01,
4901,4901,Delivered,2025-07-13,
4902,4902,Delivered,2024-11-17,
4903,4903,Cancelled,2025-08-31,
4904,4904,Shipped,2024-09-27,
4905,4905,Delivered,2024-08-16,
4906,4906,Delivered,2025-10-29,
4907,4907,Returned,2026-02-10,2025-10-31
4908,4908,Delivered,2025-01-07,
4909,4909,Delivered,2025-09-13,
4910,4910,Pending,2024-12-22,
4911,4911,Delivered,2025-12-17,
4912,4912,Delivered,2025-09-17,
4913,4913,Delivered,2026-04-07,
4914,4914,Delivered,2025-09-11,
4915,4915,Cancelled,2026-01-12,
4916,4916,Pending,2025-10-28,
4917,4917,Delivered,2025-04-21,
4918,4918,Delivered,2024-09-29,
4919,4919,Shipped,2026-04-30,
4920,4920,Delivered,2025-01-05,
4921,4921,Pending,2025-02-15,
4922,4922,Cancelled,2024-07-28,
4923,4923,Delivered,2025-04-13,
4924,4924,Delivered,2026-01-31,
4925,4925,Pending,2024-10-24,
4926,4926,Shipped,2024-07-10,
4927,4927,Delivered,2024-08-01,
4928,4928,Delivered,2024-10-29,
4929,4929,Pending,2024-12-30,
4930,4930,Delivered,2024-06-10,
4931,4931,Delivered,2025-06-15,
4932,4932,Delivered,2026-06-09,
4933,4933,Pending,2026-02-16,
4934,4934,Shipped,2025-07-30,
4935,4935,Delivered,2025-03-09,
4936,4936,Delivered,2025-02-08,
4937,4937,Returned,2026-01-14,2026-03-10
4938,4938,Pending,2025-12-29,
4939,4939,Delivered,2025-05-29,
4940,4940,Delivered,2025-08-15,
4941,4941,Shipped,2024-11-30,
4942,4942,Shipped,2025-02-11,
4943,4943,Pending,2024-11-24,
4944,4944,Returned,2024-11-12,2025-06-25
4945,4945,Delivered,2026-03-27,
4946,4946,Delivered,2024-07-05,
4947,4947,Delivered,2026-04-13,
4948,4948,Delivered,2025-09-17,
4949,4949,Delivered,2026-01-02,
4950,4950,Delivered,2024-10-16,
4951,4951,Returned,2025-11-30,2026-01-29
4952,4952,Delivered,2024-09-22,
4953,4953,Shipped,2025-05-11,
4954,4954,Delivered,2026-01-15,
4955,4955,Cancelled,2024-06-23,
4956,4956,Pending,2026-01-18,
4957,4957,Delivered,2024-11-22,
4958,4958,Delivered,2026-02-26,
4959,4959,Delivered,2024-09-05,
4960,4960,Shipped,2025-05-05,
4961,4961,Delivered,2025-11-21,
4962,4962,Delivered,2024-08-09,
4963,4963,Delivered,2025-07-14,
4964,4964,Delivered,2025-02-25,
4965,4965,Delivered,2024-12-01,
4966,4966,Delivered,2026-03-14,
4967,4967,Delivered,2025-04-03,
4968,4968,Delivered,2025-06-21,
4969,4969,Delivered,2025-09-21,
4970,4970,Cancelled,2025-12-25,
4971,4971,Shipped,2024-08-21,
4972,4972,Delivered,2025-02-07,
4973,4973,Delivered,2024-09-22,
4974,4974,Delivered,2025-10-11,
4975,4975,Delivered,2024-07-21,
4976,4976,Delivered,2024-09-02,
4977,4977,Delivered,2025-01-29,
4978,4978,Delivered,2025-10-30,
4979,4979,Shipped,2026-05-20,
4980,4980,Delivered,2026-04-20,
4981,4981,Delivered,2024-09-18,
4982,4982,Pending,2025-01-15,
4983,4983,Shipped,2026-06-09,
4984,4984,Shipped,2024-09-24,
4985,4985,Shipped,2026-01-16,
4986,4986,Delivered,2024-09-18,
4987,4987,Delivered,2024-09-11,
4988,4988,Pending,2025-09-16,
4989,4989,Delivered,2026-02-07,
4990,4990,Delivered,2024-11-03,
4991,4991,Returned,2026-01-03,2025-08-19
4992,4992,Delivered,2024-10-07,
4993,4993,Delivered,2025-01-09,
4994,4994,Delivered,2025-09-02,
4995,4995,Delivered,2024-11-21,
4996,4996,Delivered,2024-11-07,
4997,4997,Shipped,2026-04-06,
4998,4998,Delivered,2026-04-13,
4999,4999,Shipped,2026-01-12,
5000,5000,Shipped,2025-09-13,
5001,5001,Cancelled,2025-03-23,
5002,5002,Delivered,2025-05-13,
5003,5003,Delivered,2025-07-13,
5004,5004,Shipped,2025-12-04,
5005,5005,Delivered,2026-03-22,
5006,5006,Delivered,2026-03-20,
5007,5007,Delivered,2024-06-29,
5008,5008,Returned,2024-08-09,2025-09-05
5009,5009,Delivered,2025-12-20,
5010,5010,Shipped,2024-06-15,
5011,5011,Delivered,2025-10-25,
5012,5012,Delivered,2024-12-01,
5013,5013,Delivered,2024-10-24,
5014,5014,Delivered,2026-05-04,
5015,5015,Delivered,2025-02-14,
5016,5016,Delivered,2025-06-26,
5017,5017,Pending,2025-07-04,
5018,5018,Delivered,2025-12-29,
5019,5019,Delivered,2025-10-11,
5020,5020,Delivered,2024-07-07,
5021,5021,Delivered,2025-07-03,
5022,5022,Delivered,2025-06-11,
5023,5023,Delivered,2025-02-12,
5024,5024,Delivered,2024-09-02,
5025,5025,Delivered,2025-06-08,
5026,5026,Delivered,2026-03-29,
5027,5027,Shipped,2024-10-23,
5028,5028,Shipped,2024-12-16,
5029,5029,Delivered,2026-03-25,
5030,5030,Returned,2024-10-10,2026-02-16
5031,5031,Shipped,2025-11-09,
5032,5032,Delivered,2024-12-01,
5033,5033,Delivered,2024-07-14,
5034,5034,Shipped,2025-07-19,
5035,5035,Delivered,2024-12-06,
5036,5036,Delivered,2025-08-08,
5037,5037,Pending,2025-08-26,
5038,5038,Delivered,2025-05-01,
5039,5039,Pending,2024-09-27,
5040,5040,Delivered,2025-09-09,
5041,5041,Delivered,2025-01-01,
5042,5042,Shipped,2026-01-03,
5043,5043,Shipped,2026-01-16,
5044,5044,Delivered,2026-02-07,
5045,5045,Delivered,2026-05-04,
5046,5046,Shipped,2025-10-24,
5047,5047,Delivered,2024-07-08,
5048,5048,Delivered,2024-07-19,
5049,5049,Delivered,2026-03-14,
5050,5050,Delivered,2024-11-27,
5051,5051,Delivered,2025-10-10,
5052,5052,Delivered,2026-02-17,
5053,5053,Delivered,2024-10-12,
5054,5054,Delivered,2025-08-01,
5055,5055,Shipped,2024-11-14,
5056,5056,Pending,2025-05-01,
5057,5057,Delivered,2025-08-27,
5058,5058,Delivered,2025-10-12,
5059,5059,Delivered,2026-06-05,
5060,5060,Delivered,2026-02-02,
5061,5061,Delivered,2024-07-05,
5062,5062,Delivered,2024-10-10,
5063,5063,Shipped,2025-10-06,
5064,5064,Delivered,2025-07-19,
5065,5065,Delivered,2025-03-10,
5066,5066,Delivered,2024-11-10,
5067,5067,Delivered,2026-05-17,
5068,5068,Delivered,2026-03-27,
5069,5069,Delivered,2024-09-30,
5070,5070,Delivered,2026-05-03,
5071,5071,Pending,2025-04-17,
5072,5072,Shipped,2026-04-04,
5073,5073,Delivered,2025-01-24,
5074,5074,Shipped,2024-12-23,
5075,5075,Delivered,2024-09-16,
5076,5076,Delivered,2025-08-30,
5077,5077,Delivered,2024-08-23,
5078,5078,Delivered,2025-08-05,
5079,5079,Returned,2026-05-30,2025-08-15
5080,5080,Cancelled,2025-06-10,
5081,5081,Pending,2026-03-05,
5082,5082,Delivered,2025-02-16,
5083,5083,Delivered,2026-03-23,
5084,5084,Delivered,2026-04-15,
5085,5085,Pending,2025-05-26,
5086,5086,Delivered,2025-06-14,
5087,5087,Delivered,2026-04-13,
5088,5088,Pending,2025-10-25,
5089,5089,Delivered,2025-01-08,
5090,5090,Shipped,2024-12-26,
5091,5091,Delivered,2025-10-30,
5092,5092,Delivered,2024-12-29,
5093,5093,Delivered,2026-03-12,
5094,5094,Pending,2025-12-30,
5095,5095,Delivered,2025-11-21,
5096,5096,Delivered,2025-10-09,
5097,5097,Shipped,2026-02-10,
5098,5098,Shipped,2025-03-10,
5099,5099,Delivered,2025-06-20,
5100,5100,Delivered,2026-01-18,
5101,5101,Delivered,2025-11-27,
5102,5102,Delivered,2026-04-15,
5103,5103,Delivered,2025-05-04,
5104,5104,Pending,2024-08-21,
5105,5105,Shipped,2026-03-16,
5106,5106,Returned,2025-11-03,2026-02-28
5107,5107,Delivered,2024-10-28,
5108,5108,Delivered,2024-06-19,
5109,5109,Delivered,2026-05-01,
5110,5110,Delivered,2025-09-04,
5111,5111,Delivered,2025-09-03,
5112,5112,Pending,2026-02-05,
5113,5113,Shipped,2025-12-28,
5114,5114,Cancelled,2026-05-27,
5115,5115,Delivered,2024-12-16,
5116,5116,Delivered,2024-07-07,
5117,5117,Delivered,2024-11-06,
5118,5118,Delivered,2026-04-27,
5119,5119,Delivered,2025-07-31,
5120,5120,Delivered,2025-03-02,
5121,5121,Delivered,2024-10-31,
5122,5122,Delivered,2025-02-07,
5123,5123,Delivered,2025-11-11,
5124,5124,Delivered,2024-08-25,
5125,5125,Delivered,2026-01-19,
5126,5126,Delivered,2025-12-27,
5127,5127,Delivered,2025-04-05,
5128,5128,Shipped,2026-04-30,
5129,5129,Delivered,2025-06-09,
5130,5130,Delivered,2026-01-07,
5131,5131,Shipped,2025-03-11,
5132,5132,Pending,2025-10-01,
5133,5133,Delivered,2026-05-25,
5134,5134,Delivered,2024-08-29,
5135,5135,Delivered,2025-03-11,
5136,5136,Delivered,2026-03-16,
5137,5137,Delivered,2026-01-18,
5138,5138,Delivered,2026-02-19,
5139,5139,Delivered,2025-09-28,
5140,5140,Shipped,2025-05-10,
5141,5141,Delivered,2025-09-09,
5142,5142,Delivered,2025-03-04,
5143,5143,Shipped,2024-07-21,
5144,5144,Delivered,2026-06-05,
5145,5145,Delivered,2025-08-26,
5146,5146,Delivered,2026-01-14,
5147,5147,Delivered,2025-04-19,
5148,5148,Shipped,2024-08-20,
5149,5149,Delivered,2026-03-10,
5150,5150,Delivered,2024-09-05,
5151,5151,Delivered,2024-07-05,
5152,5152,Delivered,2024-07-23,
5153,5153,Shipped,2026-04-08,
5154,5154,Pending,2025-11-16,
5155,5155,Delivered,2025-08-30,
5156,5156,Delivered,2025-07-26,
5157,5157,Delivered,2024-06-30,
5158,5158,Delivered,2026-05-25,
5159,5159,Delivered,2025-06-12,
5160,5160,Delivered,2024-09-29,
5161,5161,Delivered,2024-12-24,
5162,5162,Delivered,2024-06-18,
5163,5163,Pending,2024-08-21,
5164,5164,Delivered,2024-07-01,
5165,5165,Delivered,2024-09-09,
5166,5166,Delivered,2026-01-07,
5167,5167,Cancelled,2025-09-25,
5168,5168,Pending,2024-08-04,
5169,5169,Pending,2025-02-27,
5170,5170,Delivered,2026-06-10,
5171,5171,Delivered,2026-01-12,
5172,5172,Delivered,2026-05-08,
5173,5173,Shipped,2026-06-05,
5174,5174,Delivered,2025-10-29,
5175,5175,Delivered,2026-06-02,
5176,5176,Pending,2025-05-29,
5177,5177,Delivered,2024-11-17,
5178,5178,Shipped,2025-08-24,
5179,5179,Delivered,2024-12-04,
5180,5180,Delivered,2025-07-16,
5181,5181,Returned,2025-09-29,2026-01-30
5182,5182,Shipped,2025-06-22,
5183,5183,Cancelled,2024-12-05,
5184,5184,Delivered,2025-01-06,
5185,5185,Shipped,2024-10-20,
5186,5186,Delivered,2025-03-14,
5187,5187,Delivered,2026-03-24,
5188,5188,Delivered,2025-03-30,
5189,5189,Delivered,2024-09-20,
5190,5190,Delivered,2025-08-26,
5191,5191,Returned,2025-11-27,2025-08-31
5192,5192,Pending,2026-05-21,
5193,5193,Delivered,2024-12-19,
5194,5194,Delivered,2025-09-22,
5195,5195,Shipped,2024-08-02,
5196,5196,Delivered,2025-10-06,
5197,5197,Delivered,2024-11-02,
5198,5198,Delivered,2025-08-17,
5199,5199,Delivered,2025-06-13,
5200,5200,Delivered,2025-10-17,
5201,5201,Returned,2026-04-30,2026-04-22
5202,5202,Pending,2026-02-26,
5203,5203,Shipped,2024-11-14,
5204,5204,Delivered,2025-10-08,
5205,5205,Delivered,2026-03-30,
5206,5206,Delivered,2025-08-05,
5207,5207,Delivered,2024-12-28,
5208,5208,Delivered,2025-06-14,
5209,5209,Pending,2026-03-21,
5210,5210,Delivered,2026-05-12,
5211,5211,Delivered,2026-05-15,
5212,5212,Delivered,2025-08-27,
5213,5213,Pending,2024-11-04,
5214,5214,Delivered,2025-04-23,
5215,5215,Delivered,2024-08-31,
5216,5216,Cancelled,2025-02-05,
5217,5217,Returned,2026-01-02,2025-10-25
5218,5218,Delivered,2026-01-08,
5219,5219,Delivered,2025-08-22,
5220,5220,Pending,2025-07-31,
5221,5221,Delivered,2025-09-14,
5222,5222,Delivered,2026-01-15,
5223,5223,Delivered,2025-10-29,
5224,5224,Shipped,2025-01-09,
5225,5225,Delivered,2025-08-01,
5226,5226,Delivered,2026-01-05,
5227,5227,Delivered,2025-05-16,
5228,5228,Shipped,2024-10-16,
5229,5229,Delivered,2026-02-09,
5230,5230,Pending,2024-08-28,
5231,5231,Delivered,2024-06-28,
5232,5232,Shipped,2025-09-12,
5233,5233,Delivered,2026-04-22,
5234,5234,Returned,2026-01-09,2025-10-27
5235,5235,Shipped,2025-11-14,
5236,5236,Delivered,2024-08-23,
5237,5237,Delivered,2024-10-30,
5238,5238,Shipped,2025-03-31,
5239,5239,Delivered,2025-06-01,
5240,5240,Delivered,2026-02-14,
5241,5241,Shipped,2025-01-12,
5242,5242,Delivered,2025-09-11,
5243,5243,Delivered,2026-01-31,
5244,5244,Cancelled,2025-10-23,
5245,5245,Delivered,2026-05-04,
5246,5246,Pending,2024-09-29,
5247,5247,Delivered,2024-09-15,
5248,5248,Delivered,2024-11-07,
5249,5249,Shipped,2025-04-21,
5250,5250,Delivered,2025-07-22,
5251,5251,Delivered,2025-10-21,
5252,5252,Pending,2025-07-11,
5253,5253,Delivered,2025-05-25,
5254,5254,Delivered,2025-02-10,
5255,5255,Returned,2025-07-13,2025-07-28
5256,5256,Shipped,2025-06-11,
5257,5257,Shipped,2025-01-17,
5258,5258,Delivered,2025-06-09,
5259,5259,Shipped,2025-04-01,
5260,5260,Delivered,2025-06-29,
5261,5261,Delivered,2024-12-06,
5262,5262,Delivered,2025-11-28,
5263,5263,Returned,2024-07-19,2025-06-22
5264,5264,Returned,2025-11-01,2026-03-10
5265,5265,Delivered,2026-05-17,
5266,5266,Delivered,2025-12-18,
5267,5267,Delivered,2024-08-11,
5268,5268,Delivered,2025-06-13,
5269,5269,Delivered,2026-02-21,
5270,5270,Delivered,2024-11-16,
5271,5271,Returned,2025-10-22,2026-05-14
5272,5272,Pending,2025-11-17,
5273,5273,Returned,2024-10-12,2026-01-07
5274,5274,Shipped,2024-10-02,
5275,5275,Delivered,2025-01-30,
5276,5276,Delivered,2024-11-14,
5277,5277,Delivered,2024-11-07,
5278,5278,Delivered,2026-02-15,
5279,5279,Delivered,2024-10-27,
5280,5280,Delivered,2024-12-16,
5281,5281,Delivered,2024-12-31,
5282,5282,Shipped,2024-07-09,
5283,5283,Delivered,2026-04-16,
5284,5284,Cancelled,2026-01-11,
5285,5285,Delivered,2025-02-12,
5286,5286,Delivered,2024-06-28,
5287,5287,Delivered,2026-02-11,
5288,5288,Pending,2025-11-07,
5289,5289,Delivered,2026-06-10,
5290,5290,Shipped,2024-10-11,
5291,5291,Delivered,2026-03-22,
5292,5292,Delivered,2025-10-22,
5293,5293,Delivered,2026-01-20,
5294,5294,Delivered,2026-02-09,
5295,5295,Delivered,2025-09-14,
5296,5296,Delivered,2025-05-15,
5297,5297,Delivered,2026-03-19,
5298,5298,Shipped,2025-08-23,
5299,5299,Shipped,2024-12-20,
5300,5300,Pending,2026-01-06,
5301,5301,Shipped,2025-08-02,
5302,5302,Delivered,2024-06-21,
5303,5303,Shipped,2024-07-17,
5304,5304,Delivered,2025-12-11,
5305,5305,Delivered,2025-02-04,
5306,5306,Delivered,2025-03-30,
5307,5307,Pending,2025-02-11,
5308,5308,Delivered,2024-12-16,
5309,5309,Shipped,2025-03-26,
5310,5310,Delivered,2025-07-01,
5311,5311,Returned,2024-06-11,2026-03-13
5312,5312,Delivered,2025-09-21,
5313,5313,Delivered,2026-03-22,
5314,5314,Delivered,2026-03-29,
5315,5315,Delivered,2026-05-15,
5316,5316,Shipped,2024-12-15,
5317,5317,Delivered,2025-06-02,
5318,5318,Delivered,2024-06-15,
5319,5319,Shipped,2024-09-27,
5320,5320,Delivered,2025-09-01,
5321,5321,Delivered,2025-10-21,
5322,5322,Cancelled,2024-12-15,
5323,5323,Delivered,2025-12-30,
5324,5324,Pending,2025-11-09,
5325,5325,Shipped,2025-07-25,
5326,5326,Delivered,2026-01-07,
5327,5327,Delivered,2025-06-23,
5328,5328,Shipped,2024-11-16,
5329,5329,Delivered,2024-08-21,
5330,5330,Delivered,2026-06-09,
